,id,carat,cut,color,clarity,depth,table,x,y,z,price
10845,10845,0.3,4,7,3,61.3,60.0,4.28,4.24,2.61,6.515
10846,10846,0.31,5,6,8,62.1,55.0,4.34,4.35,2.7,6.8870000000000005
10847,10847,0.32,5,7,4,62.0,55.0,4.46,4.38,2.74,6.8020000000000005
10848,10848,0.3,4,6,5,61.0,58.0,4.33,4.36,2.65,6.346
10849,10849,1.14,4,5,2,61.1,59.0,6.77,6.72,4.12,8.453
10850,10850,0.24,5,6,7,61.8,59.0,4.0,4.03,2.48,6.265
10851,10851,1.21,1,4,2,65.6,56.0,6.69,6.59,4.36,8.259
10852,10852,0.31,5,3,5,61.2,55.0,4.37,4.39,2.68,6.229
10853,10853,0.31,5,6,4,60.8,57.0,4.38,4.41,2.67,6.367999999999999
10854,10854,0.31,2,4,4,63.5,57.0,4.32,4.34,2.75,6.192
10855,10855,0.55,5,5,7,62.6,56.0,5.24,5.27,3.29,7.657
10856,10856,1.21,5,5,5,61.3,57.0,6.82,6.87,4.2,9.277000000000001
10857,10857,0.34,5,6,8,62.3,54.0,4.48,4.51,2.8,6.893
10858,10858,1.35,1,2,3,65.2,56.0,6.9,7.02,4.54,8.617
10859,10859,1.21,4,6,2,61.8,59.0,6.82,6.77,4.2,8.406
10860,10860,1.02,5,4,4,62.0,57.0,6.43,6.4,3.98,8.599
10861,10861,1.2,3,4,2,62.9,56.0,6.74,6.77,4.25,8.567
10862,10862,0.7,1,7,3,65.2,58.0,5.57,5.54,3.62,7.747999999999999
10863,10863,0.81,4,5,5,62.3,56.0,5.95,5.89,3.69,8.091000000000001
10864,10864,1.29,3,4,5,60.8,58.0,7.01,7.04,4.27,9.062999999999999
10865,10865,0.91,2,5,6,64.1,58.0,6.1,6.06,3.9,8.404
10866,10866,1.04,1,6,1,65.4,60.0,6.39,6.3,4.15,7.666
10867,10867,1.21,5,5,4,62.0,56.0,6.87,6.77,4.23,8.963
10868,10868,0.43,5,4,7,61.5,56.0,4.86,4.89,3.0,7.169
10869,10869,1.51,3,3,8,62.2,62.0,7.3,7.33,4.55,9.417
10870,10870,0.63,3,5,2,63.3,59.0,5.51,5.31,3.45,7.007999999999999
10871,10871,0.28,3,6,7,61.5,56.0,4.24,4.27,2.61,6.561
10872,10872,0.31,4,7,4,61.0,58.0,4.37,4.39,2.67,6.522
10873,10873,0.53,5,5,6,61.4,57.0,5.26,5.19,3.21,7.626
10874,10874,0.42,4,6,3,61.8,58.0,4.81,4.84,2.98,6.65
10875,10875,0.74,4,3,2,59.8,58.0,5.93,5.88,3.53,7.622000000000001
10876,10876,0.83,3,8,2,63.1,57.0,5.95,5.9,3.74,7.979
10877,10877,1.71,4,3,3,60.2,58.0,7.75,7.79,4.68,9.306000000000001
10878,10878,2.02,4,3,2,61.2,58.0,8.11,8.04,4.94,9.482000000000001
10879,10879,0.5,5,8,4,60.7,57.0,5.12,5.22,3.14,7.525
10880,10880,0.7,2,6,4,63.8,60.0,5.61,5.52,3.55,7.736000000000001
10881,10881,0.97,5,4,4,62.9,56.0,6.35,6.31,3.98,8.506
10882,10882,0.74,5,8,2,61.7,55.0,5.81,5.85,3.6,7.941
10883,10883,1.06,3,6,3,59.5,63.0,6.62,6.59,3.93,8.408999999999999
10884,10884,0.36,5,6,4,61.5,55.0,4.57,4.6,2.82,6.444
10885,10885,0.31,5,7,6,61.5,59.0,4.36,4.39,2.69,6.671
10886,10886,0.51,3,6,7,62.6,57.0,5.06,5.1,3.18,7.707000000000001
10887,10887,0.7,3,8,5,62.9,60.0,5.57,5.62,3.52,8.081
10888,10888,0.31,3,5,7,59.6,59.0,4.4,4.42,2.63,6.465
10889,10889,0.34,5,6,5,61.7,55.0,4.51,4.53,2.79,6.638999999999999
10890,10890,0.41,5,4,4,61.3,56.0,4.81,4.84,2.96,6.847
10891,10891,0.49,4,4,4,59.5,62.0,5.14,5.12,3.05,7.006
10892,10892,0.38,4,4,4,60.9,60.0,4.67,4.62,2.83,6.8
10893,10893,0.5,5,5,7,62.2,56.0,5.1,5.12,3.18,7.584
10894,10894,0.31,2,4,6,63.4,56.0,4.29,4.32,2.73,6.438
10895,10895,0.31,4,3,6,59.4,59.0,4.41,4.44,2.63,6.2989999999999995
10896,10896,0.38,5,3,7,62.4,54.8,4.64,4.66,2.9,6.685
10897,10897,0.32,5,8,3,61.5,56.0,4.42,4.39,2.71,6.627999999999999
10898,10898,0.58,5,5,5,60.6,56.0,5.43,5.48,3.3,7.5489999999999995
10899,10899,1.01,5,5,2,59.5,57.0,6.56,6.59,3.91,8.314
10900,10900,0.71,5,6,5,61.3,56.0,5.69,5.75,3.51,8.219
10901,10901,1.04,5,4,2,60.3,56.0,6.61,6.58,3.98,8.341000000000001
10902,10902,0.34,5,8,4,62.0,54.0,4.48,4.52,2.79,6.691
10903,10903,0.42,3,3,3,63.5,54.0,4.76,4.72,3.01,6.72
10904,10904,1.87,5,4,5,59.7,60.0,7.98,8.04,4.78,9.785
10905,10905,1.11,5,6,4,61.8,56.0,6.66,6.7,4.13,9.111
10906,10906,0.51,4,7,4,61.7,58.0,5.15,5.12,3.17,7.485
10907,10907,0.32,5,5,8,62.3,53.0,4.41,4.45,2.76,6.822
10908,10908,0.59,4,5,3,60.5,59.0,5.44,5.41,3.28,7.27
10909,10909,0.74,5,4,7,61.1,56.0,5.84,5.91,3.59,8.244
10910,10910,0.3,5,8,3,61.4,56.0,4.35,4.32,2.66,6.564
10911,10911,0.72,5,5,3,61.4,56.0,5.75,5.78,3.54,7.896
10912,10912,1.09,5,6,2,61.6,54.0,6.69,6.62,4.1,8.264
10913,10913,1.07,5,4,4,63.6,59.0,6.46,6.42,4.09,8.648
10914,10914,0.37,2,4,3,63.2,57.0,4.54,4.58,2.88,6.279
10915,10915,1.35,4,4,4,62.2,56.0,7.13,7.08,4.42,8.995
10916,10916,1.01,4,5,4,59.8,61.0,6.53,6.44,3.88,8.634
10917,10917,0.8,3,4,3,62.3,59.0,5.95,6.0,3.72,7.89
10918,10918,1.29,4,2,5,61.7,59.0,6.93,6.97,4.29,8.606
10919,10919,0.51,4,8,3,61.6,58.0,5.14,5.12,3.16,7.431
10920,10920,0.9,4,7,3,60.3,60.0,6.27,6.2,3.76,8.273
10921,10921,0.7,4,4,6,61.0,62.0,5.72,5.66,3.47,7.88
10922,10922,0.77,3,6,2,60.1,56.0,5.94,5.97,3.58,7.888999999999999
10923,10923,0.91,5,7,2,60.8,56.0,6.29,6.25,3.81,8.267999999999999
10924,10924,0.72,3,5,2,59.7,56.0,5.83,5.89,3.5,7.626
10925,10925,1.04,2,7,3,63.5,56.0,6.37,6.41,4.06,8.573
10926,10926,0.35,4,6,3,60.2,58.0,4.6,4.54,2.75,6.617000000000001
10927,10927,1.72,4,4,5,59.3,59.0,7.86,7.82,4.65,9.576
10928,10928,0.76,5,6,5,62.2,56.0,5.83,5.87,3.64,8.211
10929,10929,0.54,2,5,5,59.0,62.0,5.3,5.28,3.12,7.402
10930,10930,1.31,4,2,2,59.7,59.0,7.06,7.01,4.2,8.215
10931,10931,1.02,1,3,2,64.5,56.0,6.28,6.25,4.04,8.033999999999999
10932,10932,0.28,5,7,6,62.4,56.0,4.16,4.2,2.61,6.471
10933,10933,0.43,5,5,7,61.5,56.0,4.87,4.89,3.0,7.019
10934,10934,2.1,5,3,2,61.9,56.0,8.22,8.2,5.08,9.658
10935,10935,0.3,5,8,3,61.0,58.0,4.32,4.33,2.64,6.303999999999999
10936,10936,0.79,4,8,2,60.0,60.0,6.07,6.03,3.63,7.956
10937,10937,0.3,4,6,6,61.5,58.0,4.29,4.31,2.64,6.603
10938,10938,0.53,5,7,3,62.0,55.0,5.21,5.17,3.22,7.382000000000001
10939,10939,0.32,5,5,4,61.8,55.0,4.41,4.43,2.73,6.33
10940,10940,1.1,4,4,3,62.0,58.0,6.68,6.6,4.12,8.568999999999999
10941,10941,0.31,5,6,4,62.3,55.0,4.37,4.33,2.71,6.687
10942,10942,0.82,4,4,5,62.5,59.0,5.96,5.94,3.72,8.009
10943,10943,1.02,5,4,3,61.9,57.0,6.4,6.46,3.98,8.502
10944,10944,0.51,2,5,3,63.1,64.0,5.08,5.03,3.19,7.0089999999999995
10945,10945,1.02,5,6,4,62.9,57.0,6.42,6.33,4.01,8.781
10946,10946,1.21,2,5,3,63.8,58.0,6.75,6.64,4.27,8.63
10947,10947,1.7,4,6,2,58.5,60.0,7.87,7.8,4.58,9.141
10948,10948,1.04,4,3,3,62.0,57.0,6.5,6.47,4.02,8.382
10949,10949,0.9,3,2,3,63.4,59.0,6.14,6.1,3.88,8.251
10950,10950,1.0,4,5,4,62.1,58.0,6.43,6.39,3.98,8.564
10951,10951,0.7,4,5,3,61.2,60.0,5.7,5.74,3.5,7.622000000000001
10952,10952,0.3,3,7,5,63.4,55.0,4.26,4.29,2.71,6.492000000000001
10953,10953,0.58,3,5,3,59.3,58.0,5.41,5.52,3.24,7.25
10954,10954,0.24,3,6,7,57.2,63.0,4.1,4.15,2.36,6.17
10955,10955,0.72,5,6,5,60.5,56.0,5.82,5.85,3.53,8.232000000000001
10956,10956,1.07,4,7,4,62.5,57.0,6.6,6.53,4.1,8.737
10957,10957,1.01,4,4,2,62.0,60.0,6.39,6.25,3.92,8.163
10958,10958,0.71,2,3,3,59.9,65.0,5.71,5.74,3.43,7.68
10959,10959,0.3,2,5,6,63.3,57.0,4.23,4.27,2.69,6.528
10960,10960,1.31,3,3,3,62.6,59.0,6.97,6.86,4.33,8.808
10961,10961,0.46,5,5,8,62.1,56.0,4.96,4.93,3.07,7.457999999999999
10962,10962,0.31,5,3,3,61.3,56.0,4.37,4.4,2.69,6.077999999999999
10963,10963,1.23,5,6,6,61.9,55.0,6.92,6.89,4.27,9.387
10964,10964,0.77,5,5,2,61.2,57.0,5.94,5.98,3.65,7.73
10965,10965,0.91,3,7,3,58.8,59.0,6.34,6.39,3.74,8.341000000000001
10966,10966,0.32,5,6,7,61.7,56.0,4.42,4.4,2.72,6.898
10967,10967,0.33,5,7,8,60.8,57.0,4.44,4.47,2.71,6.984
10968,10968,0.32,3,2,4,62.9,56.0,4.37,4.4,2.76,5.974
10969,10969,0.27,3,8,5,60.4,59.0,4.15,4.2,2.52,6.153
10970,10970,0.9,3,8,5,58.9,59.0,6.22,6.31,3.69,8.555
10971,10971,0.53,5,8,4,61.2,56.0,5.23,5.2,3.19,7.579
10972,10972,0.54,5,4,4,61.9,56.0,5.24,5.26,3.25,7.215
10973,10973,0.7,3,8,3,62.5,63.0,5.7,5.63,3.54,7.772
10974,10974,0.35,5,6,7,61.3,55.0,4.55,4.58,2.8,6.999
10975,10975,1.51,3,7,2,61.9,57.0,7.35,7.41,4.57,8.968
10976,10976,1.02,5,4,2,61.9,56.0,6.47,6.51,4.02,8.379
10977,10977,0.4,5,2,5,61.3,56.0,4.77,4.79,2.93,6.407
10978,10978,0.55,5,7,5,61.6,55.0,5.33,5.28,3.27,7.57
10979,10979,0.53,2,3,3,61.3,62.0,5.14,5.17,3.16,6.94
10980,10980,1.01,5,6,6,59.6,60.0,6.56,6.52,3.9,9.109
10981,10981,0.71,5,4,5,62.4,56.0,5.66,5.71,3.55,7.847
10982,10982,1.01,4,3,3,62.8,58.0,6.4,6.34,4.0,8.238
10983,10983,0.33,3,5,7,61.2,57.0,4.4,4.44,2.71,6.678
10984,10984,0.5,3,5,6,62.8,57.0,5.05,5.07,3.18,7.475
10985,10985,0.91,5,5,3,62.1,57.0,6.2,6.23,3.86,8.352
10986,10986,0.57,3,8,7,60.4,57.0,5.39,5.44,3.27,7.9879999999999995
10987,10987,0.57,1,6,5,64.5,61.0,5.23,5.19,3.36,7.489
10988,10988,1.18,4,4,3,61.6,59.0,6.82,6.72,4.17,8.726
10989,10989,0.32,4,6,4,59.7,59.0,4.44,4.41,2.64,6.718999999999999
10990,10990,0.31,3,5,3,63.1,59.0,4.33,4.29,2.72,6.385
10991,10991,0.23,5,6,6,61.4,57.0,3.96,3.99,2.44,6.287999999999999
10992,10992,0.72,1,7,4,64.4,59.0,5.67,5.64,3.64,7.898
10993,10993,1.15,5,5,6,62.5,53.0,6.69,6.72,4.18,9.059
10994,10994,2.01,3,2,3,61.7,59.0,8.01,8.09,4.97,9.556000000000001
10995,10995,2.0,4,3,2,60.0,58.0,8.23,8.17,4.92,9.302999999999999
10996,10996,0.3,5,7,5,62.1,54.2,4.3,4.32,2.68,6.497000000000001
10997,10997,0.57,4,8,5,60.6,59.0,5.38,5.32,3.24,7.766
10998,10998,0.9,2,2,3,64.3,63.0,6.05,6.01,3.88,7.949
10999,10999,1.06,5,5,5,60.7,56.0,6.6,6.64,4.02,8.935
11000,11000,1.34,4,5,2,60.1,61.0,7.11,7.06,4.26,8.508
11001,11001,0.32,2,7,3,63.3,55.0,4.33,4.36,2.75,6.261
11002,11002,1.05,3,7,5,61.6,58.0,6.53,6.56,4.03,8.925
11003,11003,0.76,5,2,3,61.9,53.0,5.85,5.92,3.64,7.528
11004,11004,0.28,3,7,6,63.6,56.0,4.13,4.17,2.64,6.39
11005,11005,0.84,3,5,6,60.4,55.0,6.07,6.12,3.68,8.357000000000001
11006,11006,0.53,5,6,6,62.1,56.0,5.22,5.15,3.22,7.736000000000001
11007,11007,0.54,5,7,3,61.3,56.0,5.22,5.25,3.21,7.26
11008,11008,0.38,4,8,5,62.4,59.0,4.6,4.63,2.88,6.973
11009,11009,1.51,2,7,3,60.4,61.0,7.33,7.37,4.44,9.219
11010,11010,0.66,3,7,7,61.8,55.0,5.6,5.66,3.48,8.104
11011,11011,0.7,4,7,2,61.8,58.0,5.73,5.7,3.53,7.619
11012,11012,0.53,2,5,5,63.4,56.0,5.1,5.15,3.25,7.382000000000001
11013,11013,1.0,1,7,4,57.4,58.0,6.57,6.64,3.79,8.743
11014,11014,0.72,3,6,2,63.1,58.0,5.69,5.63,3.57,7.7170000000000005
11015,11015,2.66,2,4,2,63.8,57.0,8.71,8.65,5.54,9.695
11016,11016,0.33,5,7,4,62.3,56.0,4.47,4.46,2.78,6.832999999999999
11017,11017,0.61,4,8,3,62.3,58.0,5.45,5.4,3.38,7.5889999999999995
11018,11018,1.16,5,7,2,62.7,56.0,6.69,6.73,4.21,8.517000000000001
11019,11019,0.56,4,5,3,61.1,61.0,5.31,5.29,3.24,7.16
11020,11020,1.53,5,3,4,61.8,57.0,7.44,7.39,4.58,9.196
11021,11021,1.13,3,4,2,59.8,59.0,6.75,6.82,4.06,8.42
11022,11022,0.26,5,5,6,61.4,56.0,4.11,4.14,2.53,6.301
11023,11023,0.23,3,6,5,60.9,57.0,3.96,3.99,2.42,5.877999999999999
11024,11024,0.76,5,5,2,61.7,55.0,5.87,5.9,3.63,7.845
11025,11025,0.51,3,7,5,61.8,54.7,5.12,5.15,31.8,7.586
11026,11026,0.33,4,4,8,60.3,59.0,4.49,4.47,2.7,7.016
11027,11027,1.11,5,6,2,61.7,55.0,6.66,6.63,4.1,8.506
11028,11028,0.43,5,2,5,62.1,55.0,4.84,4.86,3.01,6.521
11029,11029,0.31,1,5,5,64.6,55.0,4.31,4.26,2.77,6.544
11030,11030,0.5,5,5,4,62.2,54.1,5.07,5.12,3.17,7.377999999999999
11031,11031,0.5,2,6,2,62.0,54.7,5.09,5.12,3.16,7.102
11032,11032,0.35,5,4,3,62.3,57.0,4.55,4.5,2.82,6.446000000000001
11033,11033,0.27,5,7,4,62.7,55.0,4.18,4.15,2.61,6.402
11034,11034,1.1,3,3,5,60.2,59.0,6.67,6.71,4.03,8.533
11035,11035,0.31,4,4,8,61.0,58.0,4.34,4.38,2.66,6.704
11036,11036,0.43,4,6,2,60.2,60.0,4.91,4.85,2.94,6.77
11037,11037,0.56,5,8,2,60.0,58.0,5.42,5.38,3.24,7.358
11038,11038,0.9,4,8,3,59.4,62.0,6.24,6.19,3.69,8.367
11039,11039,0.27,5,4,4,60.5,57.0,4.17,4.19,2.53,5.984
11040,11040,0.58,5,3,7,62.1,56.0,5.34,5.32,3.31,7.497999999999999
11041,11041,1.01,2,6,4,63.9,58.0,6.32,6.39,4.06,8.753
11042,11042,0.5,4,5,4,59.4,60.0,5.14,5.16,3.06,7.211
11043,11043,1.0,5,5,6,59.8,54.0,6.58,6.54,3.92,8.972999999999999
11044,11044,1.01,5,5,2,61.5,57.0,6.42,6.46,3.96,8.227
11045,11045,0.4,5,8,3,60.8,57.0,4.81,4.77,2.91,6.898
11046,11046,0.52,5,6,6,60.9,56.0,5.19,5.23,3.17,7.82
11047,11047,0.4,4,7,3,62.2,58.0,4.74,4.71,2.94,6.851
11048,11048,1.05,5,6,4,62.7,56.0,6.52,6.59,4.11,8.765
11049,11049,1.1,5,2,3,61.5,55.0,6.65,6.68,4.1,8.387
11050,11050,0.32,5,3,4,61.5,54.0,4.43,4.45,2.73,6.144
11051,11051,1.05,4,5,3,59.1,57.0,6.73,6.63,3.95,8.414
11052,11052,1.0,4,4,3,61.5,58.0,6.37,6.45,3.94,8.456
11053,11053,0.5,2,5,5,61.9,61.5,5.03,5.04,3.12,7.356
11054,11054,1.03,5,4,3,61.1,56.0,6.5,6.53,3.98,8.597000000000001
11055,11055,0.39,4,5,4,60.4,61.0,4.7,4.67,2.83,6.917000000000001
11056,11056,1.58,3,6,2,63.2,57.0,7.43,7.38,4.68,8.827
11057,11057,0.44,5,4,8,61.9,54.0,4.9,4.95,3.05,7.071000000000001
11058,11058,0.78,5,5,2,61.5,56.0,5.94,5.97,3.66,7.903
11059,11059,1.41,5,5,5,60.4,57.0,7.22,7.31,4.39,9.306000000000001
11060,11060,1.02,5,7,3,60.5,56.0,6.57,6.53,3.96,8.611
11061,11061,0.7,5,5,6,62.1,53.0,5.71,5.75,3.56,7.971
11062,11062,0.34,4,6,5,60.0,59.0,4.59,4.55,2.74,6.808
11063,11063,0.41,4,8,4,62.4,60.0,4.75,4.71,2.95,6.981
11064,11064,1.09,5,6,4,60.9,54.0,6.73,6.66,4.08,8.925
11065,11065,0.38,5,7,5,61.6,56.0,4.66,4.62,2.86,6.974
11066,11066,0.32,4,4,4,60.7,60.0,4.41,4.39,2.67,6.474
11067,11067,1.28,5,3,4,61.4,57.0,7.04,6.97,4.3,8.75
11068,11068,0.32,5,7,4,62.0,57.0,4.39,4.41,2.73,6.553999999999999
11069,11069,0.72,5,6,4,62.0,56.0,5.77,5.75,3.57,7.987
11070,11070,1.52,5,8,4,61.6,57.0,7.42,7.35,4.55,9.425
11071,11071,1.02,3,7,6,60.3,58.0,6.53,6.57,3.95,9.076
11072,11072,1.19,3,5,2,63.4,56.0,6.69,6.56,4.2,8.227
11073,11073,0.36,4,8,2,60.9,58.0,4.63,4.6,2.81,6.535
11074,11074,0.43,3,6,4,61.2,59.0,4.84,4.87,2.97,6.808
11075,11075,0.62,3,7,5,60.1,56.0,5.56,5.58,3.35,7.672000000000001
11076,11076,0.3,5,7,4,61.5,55.0,4.33,4.29,2.65,6.7379999999999995
11077,11077,0.7,3,4,3,59.2,59.0,5.79,5.86,3.45,7.61
11078,11078,0.39,5,8,5,62.0,57.0,4.67,4.71,2.91,6.999
11079,11079,0.3,5,5,8,62.1,55.0,4.31,4.35,2.69,6.797000000000001
11080,11080,1.51,4,5,3,60.6,58.0,7.47,7.39,4.5,9.212
11081,11081,0.43,5,5,6,60.9,57.0,4.85,4.9,2.97,6.962000000000001
11082,11082,0.71,4,3,7,63.0,58.0,5.67,5.6,3.55,7.852
11083,11083,0.3,4,7,4,62.5,58.0,4.31,4.26,2.68,6.7379999999999995
11084,11084,0.33,5,3,4,61.4,56.0,4.45,4.48,2.74,6.1739999999999995
11085,11085,0.31,4,5,7,60.7,58.0,4.37,4.4,2.66,6.704
11086,11086,1.8,3,3,2,63.2,58.0,7.75,7.66,4.87,9.226
11087,11087,0.4,5,5,6,61.5,57.0,4.74,4.76,2.92,7.066
11088,11088,0.32,5,7,4,61.9,56.0,4.4,4.36,2.71,6.8020000000000005
11089,11089,0.71,5,5,6,61.7,57.0,5.72,5.74,3.53,8.104
11090,11090,2.57,4,2,3,63.0,58.0,8.77,8.65,5.49,9.825
11091,11091,1.01,3,3,3,63.4,62.0,6.25,6.18,3.94,8.312000000000001
11092,11092,0.71,4,8,2,59.7,60.0,5.84,5.79,3.47,7.712000000000001
11093,11093,1.74,3,3,3,58.7,60.0,7.84,7.9,4.62,9.289
11094,11094,0.7,4,6,2,60.6,57.0,5.81,5.74,3.5,7.499
11095,11095,1.14,4,8,2,62.4,58.0,6.67,6.7,4.17,8.415
11096,11096,0.75,2,2,3,63.9,56.0,5.76,5.71,3.66,7.718999999999999
11097,11097,0.51,5,8,4,62.1,56.0,5.16,5.11,3.19,7.54
11098,11098,1.37,3,3,2,62.2,59.0,7.07,7.17,4.43,8.671
11099,11099,0.7,3,8,4,60.7,60.0,5.72,5.74,3.48,7.977
11100,11100,1.0,4,7,3,60.5,59.0,6.45,6.4,3.89,8.593
11101,11101,1.23,3,8,3,59.7,58.0,6.96,7.02,4.17,8.962
11102,11102,0.82,4,4,4,62.6,59.0,5.99,5.93,3.73,7.986000000000001
11103,11103,0.33,4,4,5,62.9,59.0,4.4,4.35,2.75,6.611000000000001
11104,11104,0.99,1,3,2,68.1,56.0,6.21,6.06,4.18,7.941
11105,11105,0.7,5,5,5,62.2,55.0,5.69,5.72,3.55,7.814
11106,11106,0.71,4,6,5,62.2,58.0,5.72,5.66,3.54,7.949
11107,11107,2.04,3,3,3,63.1,58.0,8.06,7.99,5.06,9.642999999999999
11108,11108,1.1,5,6,6,61.2,56.0,6.68,6.65,4.08,9.192
11109,11109,0.3,4,8,3,62.5,59.0,4.26,4.22,2.65,6.254
11110,11110,1.5,4,3,3,61.8,58.0,7.26,7.3,4.5,9.057
11111,11111,0.7,5,8,2,62.1,55.0,5.68,5.73,3.54,7.845
11112,11112,1.29,4,4,3,62.9,59.0,7.0,6.84,4.35,8.793
11113,11113,0.7,5,5,3,60.9,56.0,5.73,5.79,3.51,7.995
11114,11114,0.3,5,5,5,62.0,54.0,4.35,4.3,2.68,6.654
11115,11115,1.01,3,6,2,59.5,57.0,6.61,6.66,3.95,8.219
11116,11116,1.11,3,6,7,59.7,55.0,6.77,6.82,4.06,9.224
11117,11117,0.51,3,6,4,63.1,58.0,5.11,5.09,3.22,7.361000000000001
11118,11118,0.31,2,8,2,63.7,58.0,4.3,4.27,2.73,6.385
11119,11119,0.3,5,5,5,62.0,56.0,4.29,4.32,2.67,6.436
11120,11120,1.01,2,6,4,60.1,60.0,6.46,6.51,3.9,8.683
11121,11121,0.7,5,6,3,62.6,55.0,5.67,5.68,3.55,7.8870000000000005
11122,11122,0.36,5,6,3,61.5,57.0,4.59,4.55,2.81,6.646
11123,11123,1.11,5,6,7,59.7,58.0,6.7,6.74,4.01,9.469
11124,11124,1.06,3,2,2,62.0,58.0,6.45,6.53,4.04,8.231
11125,11125,0.35,5,8,7,61.0,55.0,4.62,4.59,2.81,7.172000000000001
11126,11126,0.5,5,7,5,62.2,56.0,5.1,5.13,3.18,7.39
11127,11127,1.7,4,4,4,60.6,58.0,7.72,7.65,4.66,9.243
11128,11128,0.56,5,8,8,60.8,58.0,5.35,5.31,3.24,8.441
11129,11129,0.43,2,6,3,63.7,57.0,4.79,4.73,3.04,6.892
11130,11130,0.35,5,6,6,62.1,56.0,4.56,4.52,2.82,6.8629999999999995
11131,11131,1.52,4,7,2,62.0,62.0,7.2,7.13,4.44,9.084
11132,11132,0.8,4,2,2,61.4,57.0,5.99,5.93,3.66,7.6370000000000005
11133,11133,0.56,4,5,5,59.9,60.0,5.41,5.37,3.23,7.607
11134,11134,0.34,5,4,4,61.7,57.0,4.46,4.48,2.76,6.2860000000000005
11135,11135,1.01,3,6,4,60.0,63.0,6.46,6.48,3.88,8.795
11136,11136,2.2,2,4,2,63.6,58.0,8.21,8.17,5.21,9.541
11137,11137,1.54,5,5,4,61.4,57.0,7.47,7.42,4.57,9.554
11138,11138,1.0,3,5,3,61.4,57.0,6.45,6.42,3.95,8.501
11139,11139,0.31,4,7,7,61.5,58.0,4.35,4.37,2.68,6.829
11140,11140,0.52,5,5,3,61.1,55.0,5.22,5.26,3.2,7.087999999999999
11141,11141,0.37,4,6,4,61.9,58.0,4.6,4.54,2.83,6.864
11142,11142,1.02,3,5,4,60.9,56.0,6.47,6.51,3.95,8.769
11143,11143,1.06,4,4,4,60.7,59.0,6.61,6.57,4.0,8.616
11144,11144,1.72,4,6,1,60.5,59.0,7.8,7.71,4.69,8.866
11145,11145,0.36,4,5,2,60.8,58.0,4.61,4.57,2.79,6.41
11146,11146,1.7,5,6,4,62.7,55.0,7.54,7.58,4.74,9.748
11147,11147,0.4,5,8,5,62.9,56.0,4.71,4.67,2.95,7.09
11148,11148,1.51,1,7,3,67.2,53.0,7.15,7.1,4.79,8.918
11149,11149,1.08,3,2,2,62.5,60.0,6.51,6.57,4.09,8.331
11150,11150,1.2,3,2,3,60.5,59.0,6.79,6.84,4.12,8.402000000000001
11151,11151,1.51,3,4,3,62.8,55.0,7.29,7.32,4.59,9.241
11152,11152,2.29,4,3,4,60.8,60.0,8.47,8.5,5.16,9.834
11153,11153,0.58,4,6,6,62.6,56.0,5.37,5.27,3.33,7.712999999999999
11154,11154,0.72,5,5,3,63.0,56.0,5.71,5.68,3.59,7.777
11155,11155,0.34,5,5,4,61.5,55.0,4.47,4.5,2.76,6.39
11156,11156,0.51,5,3,6,62.5,54.3,5.09,5.12,3.19,7.182
11157,11157,0.7,3,3,7,59.5,58.0,5.78,5.81,3.45,7.818
11158,11158,0.52,4,8,4,59.4,61.0,5.24,5.23,3.11,7.511
11159,11159,0.59,3,6,2,58.6,59.0,5.53,5.57,3.25,7.127999999999999
11160,11160,1.51,3,7,2,62.8,59.0,7.24,7.31,4.57,9.111
11161,11161,1.19,3,7,3,58.0,63.0,6.9,6.97,4.02,8.692
11162,11162,0.53,5,7,3,62.1,53.0,5.2,5.23,3.24,7.25
11163,11163,1.01,3,7,5,59.4,59.0,6.52,6.54,3.88,9.03
11164,11164,1.15,2,4,4,63.1,56.0,6.62,6.7,4.2,8.639
11165,11165,0.31,5,8,3,61.8,56.0,4.34,4.37,2.69,6.347
11166,11166,0.9,3,3,4,59.3,59.0,6.27,6.3,3.73,8.292
11167,11167,0.7,3,3,7,58.8,61.0,5.78,5.82,3.41,7.779
11168,11168,0.3,3,6,2,61.7,62.0,4.25,4.27,2.63,5.976
11169,11169,1.02,4,2,2,62.3,58.0,6.42,6.37,3.98,8.045
11170,11170,1.02,5,4,4,62.0,55.0,6.47,6.44,4.0,8.645
11171,11171,1.57,4,4,4,62.2,58.0,7.45,7.4,4.62,9.343
11172,11172,1.0,3,7,2,62.5,59.0,6.31,6.37,3.96,8.368
11173,11173,0.43,3,7,7,61.2,56.0,4.84,4.87,2.97,7.268
11174,11174,2.0,4,3,4,61.8,56.0,8.11,8.04,4.99,9.782
11175,11175,0.52,5,7,3,60.9,57.0,5.17,5.2,3.16,7.446000000000001
11176,11176,2.11,4,7,2,62.4,61.0,8.19,8.1,5.08,9.8
11177,11177,1.01,5,8,4,60.6,57.0,6.54,6.46,3.94,8.936
11178,11178,0.52,5,5,6,61.6,56.0,5.18,5.15,3.18,7.537999999999999
11179,11179,0.7,3,4,2,63.1,55.0,5.71,5.66,3.59,7.598
11180,11180,0.52,5,7,4,61.0,57.0,5.19,5.21,3.17,7.405
11181,11181,0.7,3,7,2,59.8,58.0,5.74,5.76,3.44,7.756
11182,11182,1.21,5,5,5,61.1,58.0,6.9,6.87,4.21,9.071
11183,11183,0.34,5,4,4,61.4,57.0,4.48,4.55,2.77,6.2860000000000005
11184,11184,0.31,2,5,6,63.2,58.0,4.26,4.32,2.71,6.561
